"","gender","age","home_lang","english_length_nohome","wear_glasses","employment","annual_income","education","male_model","shade","clear_shade","med_shade","dark_shade","p_glasses","p_shade","p_pupilvis","ads_trust","ads_goalinform","ads_informative","ads_truthful","ads_reliablesource","ads_truepicture","ads_accuratelyinformedby","ads_essentialinfo","recommend","wtb","value_assess","model_competent","model_pushyr","model_genuine","model_professional","model_credible","model_fake","model_follower","model_sincere","model_moral","model_assertive","model_charm","model_suspicious","model_peaceful","model_calm","model_subordinate","model_knowledgeable","model_sociable","model_trustworthy","model_honest","model_friendly","model_reliable","model_manipulative","model_experienced","model_respectful","model_phony","model_familiar","model_nosecret","model_mysterious","model_known","model_natural","model_notweird","model_clear","model_attract","model_classy","model_sexy","model_beautiful","model_elegant","model_warm","product_unsatisfac","product_lowqual","product_bad","product_dislike","product_awful","product_negative","product_unfavorable","product_common","product_useless","product_worthless","product_notunique","product_inexpensive","ad_describe","adrate_bad","adrate_unfavorable","adrate_lowqual","adrate_negative","adrate_unattract","adrate_useless","adrate_awful","adrate_notapprop","adrate_ineffective","adrate_unconvinc","female_clear","male_clear","female_med","female_dark","male_med","male_dark"
"52",1,37,"English","",1,7,1,5,1,0,1,0,0,2,1,1,3,3,2,2,3,3,2,4,7,2,"552",6,3,4,6,6,4,2,5,6,4,6,2,6,7,4,5,6,6,5,6,6,2,5,6,4,6,5,4,4,5,6,6,6,5,4,5,7,6,1,2,2,1,1,2,2,3,2,3,2,2,"I saw an advertisement about outdoor seating and a person being happy about this selection.  The ad makes you want to buy this product.",3,2,2,2,3,3,2,2,1,1,0,1,0,0,0,0
"53",2,55,"english","",1,1,4,3,0,1,0,1,0,2,1,1,4,2,2,3,3,3,3,2,4,4,"400",5,1,6,3,5,3,4,4,4,5,4,3,4,5,4,4,4,4,4,5,4,4,4,4,3,3,5,3,5,6,4,6,7,5,5,6,3,5,3,3,2,2,2,1,1,3,1,3,3,3,"attractive furniture, pretty model, but she is dressed very casually, I wouldnt have expected flannel. ",2,2,3,2,1,1,2,3,2,2,0,0,1,0,0,0
"54",2,47,"English","",1,1,6,5,0,2,0,0,1,1,4,5,4,2,4,3,2,4,4,4,6,4,"600",2,4,1,1,1,7,5,2,5,5,2,6,5,5,5,3,6,3,3,6,3,4,1,3,7,1,2,5,1,1,1,1,6,1,2,5,1,2,2,3,2,2,2,2,2,4,1,2,5,2,"A woman in a plaid shirt with sunglasses on extolls the advantages of a wicker patio set.  The set is said to be comfy and durable.",5,5,6,4,5,4,4,7,7,6,0,0,0,1,0,0
"55",2,32,"English","",1,1,6,5,1,2,0,0,1,1,5,4,4,4,3,4,4,4,3,2,3,5,"600",1,1,1,2,2,6,4,4,3,4,4,7,6,6,4,2,6,3,3,7,2,6,3,6,7,2,6,2,2,2,4,2,6,4,4,5,3,4,3,5,4,4,4,4,5,6,5,5,5,2,"I have never seen this. But it doesn't really make sense. The man in the ad didn't seem to fit the profile of one who is excited about a wicker set.",6,6,7,6,4,6,6,5,6,6,0,0,0,0,0,1
"56",1,29,"English","",1,1,2,4,1,1,0,1,0,1,2,2,1,5,5,1,2,2,5,3,4,4,"200",4,3,7,4,1,2,1,3,7,6,2,5,4,4,4,4,1,1,1,6,3,5,7,4,6,3,7,6,6,1,5,5,5,3,3,5,6,3,5,1,7,6,1,1,1,7,3,3,6,6,"A man enjoying what he says about life and the product on his back",5,5,4,2,1,2,6,2,5,4,0,0,0,0,1,0
"57",1,22,"english","",2,2,1,3,0,0,1,0,0,1,1,1,4,2,2,5,4,1,4,3,5,6,"260",4,1,5,6,6,1,7,3,2,7,6,6,4,2,4,6,5,5,2,6,2,2,4,5,1,5,3,2,7,6,4,6,5,2,2,7,6,5,6,2,6,1,4,3,4,4,1,7,2,4,"A woman dressed up like she was taking sun advertising furniture for the garden",3,1,2,1,5,2,4,4,2,3,1,0,0,0,0,0
"58",2,47,"english","",2,1,3,5,0,1,0,1,0,1,5,5,3,3,3,2,3,2,3,2,5,3,"250",4,4,4,3,3,4,5,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,3,4,4,3,4,3,3,4,3,4,4,4,3,3,3,3,3,5,4,4,5,5,"There is wicker furniture and a woman in a plaid shirt with really dark glasses, she seems out of place with what the ad is for",4,4,4,4,4,4,4,4,5,5,0,0,1,0,0,0
"59",1,22,"english","",2,6,1,3,1,1,0,1,0,1,4,4,1,2,4,1,1,1,3,1,2,2,"150",1,7,2,1,1,1,6,2,1,4,1,1,2,4,1,6,1,7,5,2,1,5,4,2,2,4,1,5,7,5,6,5,4,2,4,4,5,3,6,7,7,1,6,7,5,6,7,7,6,7,"the person at the front is hiding his face and is not trustworthy to me, also his comments are very predictable",7,7,5,7,5,6,7,7,7,7,0,0,0,0,1,0
"60",2,50,"French","30 years",2,7,2,3,0,2,0,0,1,1,4,4,3,2,2,2,2,3,2,2,5,6,"550",4,3,2,3,3,6,4,3,4,4,3,5,6,6,4,3,6,4,4,5,3,4,3,4,5,2,5,6,2,3,2,4,6,3,5,4,2,4,4,3,3,3,3,4,4,5,4,4,5,4,"I saw a coach and a chair made of wicker. The cushions and pillows were gray. It seems to be on a patio...there was a fence behind the set. On the right there was a woman, wearing a red plaid shirt. She was wearing sunglasses and I thought she looked odd with those glasses. The ad itself just quickly described the set, telling how stylish it was. It looked like something we would see in a Rona catalog.",3,4,4,3,3,5,3,4,4,3,0,0,0,1,0,0
"61",2,47,"english","",1,1,5,5,1,2,0,0,1,1,5,3,3,4,5,5,4,4,4,5,6,2,"650",7,2,7,7,7,1,2,5,6,4,7,1,6,6,3,6,6,6,5,6,6,2,5,6,1,3,7,5,4,6,6,6,6,6,4,5,3,6,2,2,1,1,1,1,1,2,1,1,1,3,"a nice set of wicker furniture set on a nice backyard deck. i liked how it was set up on the patio. ",2,2,1,1,1,1,1,1,2,2,0,0,0,0,0,1
"62",1,37,"english","",1,1,4,4,0,1,0,1,0,1,4,4,4,3,3,3,3,4,4,3,5,5,"200",5,4,5,5,5,3,5,5,5,6,5,3,5,6,5,5,6,5,5,5,5,6,6,6,5,6,4,4,5,5,5,6,5,5,5,5,5,6,3,2,2,3,2,2,2,2,2,2,3,3,"all weather wicker seating is durable ,stylish and comfortable, with plush cushions and pillows",3,3,3,2,3,2,2,2,3,3,0,0,1,0,0,0
"63",1,30,"English","all my life",2,1,3,5,1,1,0,1,0,1,4,3,4,2,2,2,3,3,2,2,5,3,"700",3,5,1,2,2,6,5,3,4,4,2,6,3,3,4,2,3,1,2,3,2,5,3,3,7,1,5,3,4,4,2,6,2,2,2,2,2,2,3,4,3,3,2,2,3,6,5,5,6,5,"Attractive setting that leads to thoughts of a relaxing evening relaxing on the patio with friends or family. The guy and his accompanying comment were completely unnecessary and detracted from the overall aesthetic, however.",3,4,2,3,2,3,3,4,5,4,0,0,0,0,1,0
"64",1,31,"english","all my life",2,1,3,5,0,2,0,0,1,1,5,5,2,2,2,2,2,3,2,2,5,6,"200",4,3,5,4,3,4,5,5,4,5,5,2,6,5,4,5,6,5,4,6,4,4,4,4,4,5,4,3,4,4,6,6,6,5,6,6,3,6,4,3,3,3,3,2,3,4,5,3,3,4,"It's an advertisement for a wicker patio set. It has a young woman in the foreground with sunglasses on and a quote saying something along the lines of ""it's the right choice, because it's my choice"". Seems like the person and the quote is a bit misplaced from the product. ",4,4,4,3,3,4,3,5,4,4,0,0,0,1,0,0
"65",1,32,"English","",1,3,1,3,0,2,0,0,1,1,3,3,3,3,3,3,3,4,3,3,4,3,"199",4,4,4,4,4,5,4,4,5,5,4,4,4,5,4,4,5,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,5,4,4,5,4,4,2,2,2,3,3,3,3,3,3,3,4,4,"A patio furniture set with grey cushions being advertised, a woman in a red shirt and sun glasses pictured on the right of the furniture set with what seems like a quote said from her stated above her picture and a couple of sentences related to the patio furniture meant to sell the product. Overall I thought it was a little overboard to sell a patio set.",4,4,4,4,3,4,4,4,4,4,0,0,0,1,0,0
"66",1,24,"english","",2,1,4,6,0,0,1,0,0,1,1,2,3,4,4,4,3,3,4,4,1,7,"1500",2,1,5,5,6,2,5,4,6,5,5,2,7,7,6,3,6,5,5,6,5,2,3,6,4,6,7,1,2,6,6,6,4,5,4,4,3,3,4,5,5,4,4,6,7,7,5,5,7,4,"it is a furniture add that says whatever we choose is gonna be the best choice. The add is a little basic and does not give any information about the store or brand it represents. I would not be able to say who the add was for",7,6,7,6,7,7,6,4,7,7,1,0,0,0,0,0
"67",2,31,"engish","",2,1,3,4,1,2,0,0,1,1,2,5,3,2,2,3,4,2,3,2,4,4,"199",4,1,2,1,4,6,4,1,6,4,1,1,6,6,3,4,4,6,6,6,4,3,3,6,5,2,6,1,3,4,2,2,2,2,1,4,1,4,7,7,7,7,7,4,7,4,6,6,4,7,"its weird, and a little confusing. the ad talks about the wicker furniture and how comfortable and plush it is. The guy in the plaid shirt and sunglasses is confusing, almost like it is an ad for the glasses as that mostly what i noticed.",6,7,6,3,6,6,6,4,7,5,0,0,0,0,0,1
"68",2,32,"English","",1,3,2,5,1,0,1,0,0,1,3,3,3,2,2,3,3,3,3,2,5,4,"200",5,5,4,4,4,3,3,4,5,6,4,4,4,5,3,5,5,4,4,4,4,4,5,5,4,4,5,3,3,4,4,4,5,5,4,4,4,4,3,3,3,2,2,2,3,3,4,4,2,2,"It's an ad for furniture. I found the saying ""It's my choice because it's the right choice"" to be a bit odd.",4,4,4,3,4,4,4,4,4,4,0,1,0,0,0,0
"69",2,66,"English","all my life",1,1,4,5,0,1,0,1,0,1,3,3,3,2,2,3,2,2,2,2,7,1,"550",6,4,5,5,6,1,4,5,5,4,5,1,5,5,4,4,5,4,4,5,5,1,4,5,1,4,5,3,4,6,7,5,7,6,4,7,5,6,2,2,1,1,1,1,1,3,1,2,3,4,"A picture of patio furniture in outdoor setting. It is wicker with grey cushions. There is also a woman in the foreground that says ""It is my choice, because it is the right choice."" The furniture looks very stylish and comfortable. I would choose it.",1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0
"70",1,33,"English","",1,1,3,4,0,0,1,0,0,1,1,5,4,4,4,4,5,5,5,5,4,5,"200",5,2,6,5,5,3,4,5,5,3,6,1,6,6,5,4,6,5,6,7,4,3,4,6,4,7,6,1,6,7,7,7,7,6,7,7,7,7,4,2,2,3,2,2,2,5,3,3,6,4,"Advertisement for a wicker seat set that had gray cushions sitting on a deck and a woman in glasses and a plaid shirt next to it. Ad did not particularly interest me, not in the market for such things.",3,4,3,4,2,3,3,2,5,5,1,0,0,0,0,0
"71",2,58,"English","",1,4,5,3,0,1,0,1,0,1,5,4,5,4,4,5,4,4,4,4,2,6,"2000",4,5,2,2,2,7,1,2,4,7,2,6,2,3,1,4,2,2,2,2,2,7,6,2,6,2,1,7,1,1,1,1,6,5,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,"Outdoor furniture advertised, picture of woman on the right side.  Furniture was nice , what the woman was saying didn't really make any sense. Didn't belong with a furniture ad",4,4,3,5,2,5,4,5,5,5,0,0,1,0,0,0
"72",1,25,"english","",2,2,3,5,0,0,1,0,0,2,1,5,4,2,1,4,4,5,2,2,7,1,"200",7,1,6,5,7,1,1,7,7,7,6,7,7,7,5,3,7,7,7,7,7,2,7,7,1,7,6,3,6,6,7,7,7,7,7,7,7,6,2,1,1,1,1,1,1,1,2,3,5,1,"The woman is very beautiful and I think they made a good publicity",1,1,1,2,1,3,5,1,5,5,1,0,0,0,0,0
"73",2,59,"english","always",1,1,5,3,1,2,0,0,1,2,1,3,2,2,2,2,2,2,2,2,7,1,"800",7,1,7,7,7,1,1,7,7,4,4,1,7,7,4,7,7,7,7,7,7,1,7,7,1,4,4,1,1,7,7,7,6,5,5,4,4,6,1,1,1,1,1,1,1,1,1,1,1,1,"an all weather wicker furniture set with comfy cushions and a man stating it is what he wants",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
"74",2,25,"English","always",1,3,2,5,1,1,0,1,0,1,4,4,2,3,2,2,3,2,4,3,4,3,"2400",4,2,6,4,4,5,7,5,5,4,3,3,5,6,4,4,6,5,6,7,4,2,2,7,3,6,6,2,6,5,7,6,3,3,3,3,3,6,2,3,3,3,2,3,3,6,4,5,5,6,"A man wearing terrible glasses who looks like a total dad wants to tell me how he got the best set for his living room. i would not take his advice because he looks like he's trying to hard and will be a total memer as well. I don't like this ad but it could be effective to an older crowd. ",3,3,4,2,3,4,3,1,4,4,0,0,0,0,1,0
"75",1,23,"English","",2,4,1,4,0,1,0,1,0,1,4,3,3,1,4,3,5,5,2,4,5,5,"100",4,6,1,7,2,4,4,3,7,6,1,5,2,1,7,6,4,5,5,2,5,3,6,6,6,2,1,7,6,4,5,4,5,3,7,5,6,6,3,7,7,2,2,4,1,5,1,1,7,5,"An advertisement of a woman with glasses selling whats on the back",4,2,1,7,7,2,5,6,2,2,0,0,1,0,0,0
"76",1,30,"English","",1,1,5,5,1,0,1,0,0,1,1,5,4,2,4,4,4,3,5,1,1,7,"500",6,1,3,2,4,7,3,7,4,6,5,3,6,5,3,4,6,4,5,7,5,5,4,6,7,6,7,1,5,2,3,4,5,2,1,4,5,6,3,4,3,6,4,2,1,5,3,5,2,5,"Man in his late 20's happy about his decision to go with wicker style patio furniture. Not the most believable considering the style of the gentlemen is more in line with current fashion trends, where the furniture has more a of Victorian style to it. It doesn't really match up",7,5,5,2,6,1,4,3,6,7,0,1,0,0,0,0
"77",2,82,"English","",1,5,2,3,0,0,1,0,0,2,1,2,3,2,2,3,2,3,2,2,7,2,"600",7,2,7,7,7,1,1,7,7,6,7,1,3,7,4,7,6,7,7,7,7,1,7,7,1,7,7,1,1,7,7,7,6,5,5,6,5,5,1,1,1,1,1,1,1,1,1,1,3,1,"I saw beautiful plus wicker furniture for the patio.  It looks very comfortable.  I feel the ad makes a person want to buy the furniture.  It is an excellent ad.",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"78",2,35,"english","",2,1,6,4,0,1,0,1,0,1,4,4,1,1,1,1,1,1,1,1,7,1,"500",7,1,7,7,7,1,2,7,7,7,7,1,7,7,5,7,7,7,7,7,7,1,7,7,1,4,7,1,4,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,"They are advertising durable wicker patio furniture. ",1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0
"79",1,25,"ENGLISH","",2,3,2,4,0,2,0,0,1,1,4,4,3,2,5,4,1,2,2,4,4,5,"90",7,7,7,5,1,3,7,3,1,2,3,3,6,7,5,1,1,2,5,5,1,7,6,2,6,4,2,7,2,6,1,2,6,5,2,6,6,5,2,1,3,4,1,2,1,6,1,1,1,5,"its about an ad stating that if I want style and comfort I should buy this furniture",5,1,2,7,6,4,4,1,6,3,0,0,0,1,0,0
"80",2,23,"English","",1,2,1,5,1,0,1,0,0,1,1,4,4,5,4,3,4,3,4,2,3,4,"450",5,2,4,2,3,5,3,5,6,5,4,2,5,5,3,4,5,5,6,5,5,3,4,5,5,5,6,2,5,6,7,5,5,5,5,3,2,4,3,3,3,4,2,3,3,5,3,3,5,5,"The ad showed an outdoor whicker furniture set with a person super-imposed saying that it was their choice. The person saying it's their choice doesn't seem to match very well with the ad for furniture and so I was a little confused. ",4,5,5,3,4,5,3,5,5,5,0,1,0,0,0,0
"81",2,37,"english","",2,1,4,5,1,2,0,0,1,1,4,3,2,2,1,1,1,1,1,2,6,2,"750",5,2,3,3,5,6,4,5,5,5,5,2,4,6,4,5,6,5,5,7,5,1,3,5,6,4,5,3,3,2,4,4,5,3,2,2,2,6,2,1,1,1,1,1,1,2,2,2,2,5,"I thought that the furniture in the add was attractive and appealing but the guy was out of place",3,3,2,1,2,2,2,2,2,2,0,0,0,0,0,1
"82",1,36,"english","",1,1,6,5,0,1,0,1,0,1,5,3,5,3,3,3,3,4,3,4,2,6,"200",1,7,1,1,1,7,4,1,2,6,1,6,1,2,2,1,1,1,2,1,2,6,4,1,7,3,2,4,2,1,3,3,5,3,4,4,2,1,3,3,3,3,4,4,4,3,3,5,5,4,"advertisement for patio furniture.  Dislike the woman model dressed in plaid and wearing dark sunglasses.  Also caption is rude and nonsensical; its my choice because its the right choice""",6,6,4,6,6,5,6,6,7,7,0,0,1,0,0,0
"83",2,33,"English","",1,1,4,4,0,0,1,0,0,1,1,1,4,4,2,3,4,3,4,2,4,3,"1300",6,2,6,6,4,3,2,5,6,6,5,4,5,5,3,6,5,5,6,6,6,2,4,6,2,5,5,4,4,6,6,7,5,4,4,5,5,4,2,2,2,1,2,2,1,5,2,2,4,2,"It appears to be for outdoor wicker furniture, and the model is thinking that it is the right choice because it is her choice..  An odd statement for an ad.",2,2,3,2,2,4,2,3,3,3,1,0,0,0,0,0
"84",1,23,"Cantonese","entire life",2,1,4,2,0,1,0,1,0,2,1,4,4,1,2,5,5,4,4,4,2,6,"300",4,4,4,4,2,7,7,4,4,4,5,1,6,6,6,5,7,4,5,6,4,5,6,6,6,5,7,2,4,2,4,4,6,6,5,6,6,4,3,4,3,4,4,3,3,6,4,4,7,4,"Advertisement for furniture, I actually thought it was going to be about abortion when there's ""it's my choice"" and there's a woman looking happy",6,5,6,4,6,5,5,4,7,6,0,0,1,0,0,0
"85",1,18,"English","",2,6,5,2,1,1,0,1,0,1,5,5,4,4,4,4,4,2,3,2,5,3,"300",4,5,2,6,6,3,4,5,4,3,5,6,3,5,3,5,4,3,4,6,5,4,5,4,5,2,3,5,3,3,3,5,5,5,5,6,6,4,2,3,2,2,2,3,2,4,2,3,5,3,"I saw an ad for furniture, with a tagline and some qualities of the piece.",3,3,3,2,3,2,3,1,3,3,0,0,0,0,1,0
"86",1,38,"English","",2,1,5,5,0,1,0,1,0,1,4,3,3,4,3,5,4,4,3,3,3,6,"249",4,5,4,4,3,5,4,4,4,4,5,5,6,5,4,4,6,4,4,6,4,4,4,4,5,3,4,2,3,2,2,4,5,4,4,5,2,4,4,5,4,6,4,4,4,6,4,4,6,6,"I saw a wicker patio set and there was a woman in the forefront of the advertisement as well. The woman didn't look like she belonged in this ad, she was wearing a red flannel shirt and sunglasses which don't fit the image of someone who is looking for a wicker patio set. ",5,5,6,5,3,5,4,4,6,6,0,0,1,0,0,0
"87",1,71,"french","55",1,5,4,5,0,0,1,0,0,2,1,3,4,2,2,2,2,2,2,3,6,2,"450",6,1,7,7,7,1,2,7,7,7,7,1,7,7,4,7,7,7,7,7,7,1,6,7,4,6,7,1,1,7,7,7,6,5,5,6,6,5,2,2,1,1,2,1,2,1,1,2,3,4,"Relaxing outdoor set to spend good moments.  The ad is well tought, simple, easy to understand and not aggressive.  It is already relaxing.",1,1,2,1,1,2,2,1,1,1,1,0,0,0,0,0
"88",2,49,"English","",2,1,7,6,1,0,1,0,0,1,1,1,3,2,2,3,3,3,3,2,5,2,"899.99",4,4,4,4,5,5,4,4,4,5,4,1,5,5,4,4,5,4,4,5,5,4,4,5,4,4,7,7,1,5,4,6,2,4,1,1,2,4,3,4,3,3,3,3,3,5,2,4,5,5,"The advertisement was a promotion for furniture for sale.  The advertisement showed a seating area and an individual who was commenting that purchasing from the undisclosed company was the right choice.  I thought the advertisement depicted an inviting seating arrangement which looked comfortable and functional.  The ad seemed appropriate for those wishing stylish decor at a budget friendly price.",3,3,4,3,3,3,2,2,4,4,0,1,0,0,0,0
"89",2,54,"English","",2,5,3,4,1,2,0,0,1,1,5,5,3,2,3,4,4,4,4,3,4,4,"900",5,5,4,4,4,4,4,4,4,4,5,4,5,5,4,4,4,4,4,5,4,4,4,4,4,5,5,4,4,5,5,6,5,4,5,5,2,5,4,4,4,3,3,4,4,4,3,3,4,4,"Outdoor furniture, a young man dressed casually with sunglasses to depict an outdoor setting. Description of why this furniture is the right choice. My feelings are neutral about this ad. My biggest question is, do the cushions have to be put away (or covered) to protect from rain?",3,4,4,4,3,4,3,4,4,4,0,0,0,0,0,1
"90",2,45,"English","",2,1,4,5,0,2,0,0,1,1,4,3,5,4,3,2,5,4,3,2,5,7,"800",5,2,7,4,5,6,7,4,5,6,7,4,5,6,7,4,5,6,7,4,5,6,7,4,5,5,6,7,4,5,6,7,6,4,5,5,3,6,5,6,7,4,5,6,7,4,5,6,7,4,"",5,6,7,4,5,6,7,4,5,6,0,0,0,1,0,0
"91",1,44,"English","",2,1,4,5,0,0,1,0,0,1,1,1,5,4,3,2,5,4,3,2,5,2,"450",6,4,7,5,3,6,4,7,5,3,6,4,7,5,3,6,4,7,5,3,6,4,7,5,3,6,4,7,5,3,6,4,6,4,7,5,3,6,6,4,7,5,3,6,4,7,5,3,6,4,"",6,4,7,5,3,6,4,7,5,3,1,0,0,0,0,0
"92",1,25,"English","",2,1,4,5,1,2,0,0,1,1,4,3,5,4,3,2,5,4,3,2,3,7,"600",6,4,7,5,3,6,4,7,5,3,6,4,7,5,3,6,4,7,5,3,6,4,7,5,3,6,4,7,5,3,6,4,6,4,7,5,3,6,6,4,7,5,3,6,4,7,5,3,6,4,"",6,4,7,5,3,6,4,7,5,3,0,0,0,0,0,1
"93",1,38,"English","",2,1,4,2,0,1,0,1,0,2,1,3,4,4,4,4,3,4,4,3,4,4,"400",6,2,6,4,5,3,4,4,5,5,4,2,5,5,6,4,5,5,5,6,4,2,4,5,4,2,4,2,2,4,6,5,4,4,3,4,4,5,2,3,3,4,3,4,4,4,4,4,4,4,"A woman saying she made the right choice about buying wicker furniture.",4,4,4,2,4,4,3,4,5,6,0,0,1,0,0,0
"94",2,30,"English","",1,4,3,1,0,0,1,0,0,1,1,2,1,1,1,1,1,1,1,1,7,3,"100",7,1,7,7,7,1,1,7,7,7,7,1,7,7,7,7,7,7,7,7,7,1,7,7,1,7,7,1,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,4,"stylish opinions, which is a great ad, means you might have a personal stylist, to tell you how you look",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"95",1,76,"English","",1,5,4,2,0,2,0,0,1,2,1,3,2,2,2,2,3,2,3,2,6,1,"850",7,2,7,6,7,2,2,7,7,7,7,1,3,7,2,7,7,7,7,7,7,1,7,7,1,2,6,5,2,7,7,7,7,6,5,7,7,6,1,1,1,1,1,1,1,3,1,1,3,2,"A picture of a stylish wicker patio set, makes me want to get more information on the product. very eye pleasing",1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
"96",2,34,"English","",1,1,5,6,0,0,1,0,0,1,1,1,5,5,5,5,5,5,5,5,2,4,"500",4,6,3,2,3,4,5,3,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,6,5,3,5,3,4,2,2,2,2,2,2,2,5,2,3,3,4,"A girl in plaid in glasses says to choose the wicker set because it is the right choice because it is her choice.",7,7,2,7,6,4,6,6,7,7,1,0,0,0,0,0
"97",2,48,"French","25 years",1,3,1,5,0,1,0,1,0,2,1,3,3,2,2,3,3,3,3,2,5,3,"400",5,2,5,4,5,4,4,4,4,6,6,3,7,7,4,5,7,5,5,7,5,4,5,6,4,6,6,4,4,5,5,5,7,4,6,7,5,6,2,2,2,2,2,2,2,4,2,2,4,3,"In the background a set of wicker seats with light gray leather cushions that look stylish and comfortable. There was a love seat and an armchair with a table I think the top of the table was tempered glass with a white tea set. In front on the right side a woman dressed casual style saying that she chose this brand because it is the right thing to do - something like that. The furniture looks great but I think the ad would look better if the woman was dressed differently, casual but a color maybe that fits better with the environment behind her. She looks a little bit out of place.",2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0
"98",2,61,"English","",2,1,5,4,1,2,0,0,1,1,3,3,2,2,2,2,2,2,2,2,7,1,"299",7,1,7,7,7,1,1,7,7,7,7,1,7,7,4,7,7,7,7,7,7,4,7,7,1,7,7,1,7,7,7,7,6,6,6,6,5,7,1,1,1,1,1,1,1,1,1,1,1,1,"An ad for a wicker patio set with very plush comfortable cushions. It says they are weather proof and will certainly serve the buyer for many years. They would certainly be the right choice in a patio set.",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
"99",1,34,"english","",1,3,3,4,0,2,0,0,1,1,2,3,2,2,2,2,2,2,2,2,6,2,"100",6,5,6,6,6,2,2,6,6,6,5,4,3,4,2,6,5,5,5,5,6,4,6,6,2,6,3,6,5,5,4,3,6,5,5,5,5,5,2,2,1,2,2,2,2,2,2,2,2,4,"ad for wicker furniture.  hard sell as the ""right choice"". overall nice, shows product and gives some info ",2,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0
"100",1,22,"English","",1,1,6,6,0,2,0,0,1,1,5,5,4,2,2,4,5,4,4,2,1,7,"30",4,4,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,7,2,2,1,2,5,2,3,3,3,2,7,6,5,6,5,5,6,6,3,3,7,6,"An ad selling a chair for outside with a girl wearing grey shades and a quote from her saying that you made the choice of buying the chair because it is the right choice.",5,5,6,2,4,6,4,4,6,6,0,0,0,1,0,0
"101",2,28,"english","",2,7,3,5,1,1,0,1,0,1,4,4,3,2,2,3,3,4,3,3,4,4,"300",5,4,3,5,4,5,4,3,4,5,6,6,4,6,4,5,6,4,4,5,4,4,4,6,4,2,4,2,4,2,3,5,6,4,5,7,4,4,3,2,2,3,1,1,3,4,2,3,4,5,"What I saw was a man's picture layered on top of a background of wicker furniture. The advertisement focuses on style. I like the typography of the ad and the colours. The picture of the man is a little jarring and feels just a little out of place (the slight drop shadow behind him makes the background image look flat). His body language is also not the most natural (his arms seem a bit awkward). Honestly though, I could expect to see this ad in a magazine already (I'm just pointing out any little thing I think could make it more effective).",2,4,3,2,3,3,3,4,3,4,0,0,0,0,1,0
"102",1,19,"english","",1,6,4,3,0,1,0,1,0,1,2,3,2,2,2,2,1,4,3,2,5,5,"50",5,2,2,4,4,5,4,3,4,4,5,4,5,5,4,4,6,4,3,4,4,5,4,6,5,5,5,2,4,5,5,6,5,3,6,5,3,5,4,5,4,3,3,4,3,6,3,4,6,6,"It certainly caught my interest with that ""all weather"" and ""comfortable"" description. Though I would most probably forget about it if I wasn't in need for buying furnitures.",3,4,5,4,5,2,4,3,5,5,0,0,1,0,0,0
"103",2,58,"english","",1,2,2,5,1,2,0,0,1,1,1,3,4,4,3,4,4,4,4,3,5,2,"1100",4,1,6,4,4,6,2,4,4,6,5,1,4,3,3,4,4,4,4,3,4,5,4,4,5,5,6,1,2,5,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,3,2,3,3,3,"It's my choice because its the right choice slogan seen with pic of a man.  An outdoor cushion set with sofa and chair.  I am not sure what relation these things have though?",4,4,5,2,3,5,3,6,7,7,0,0,0,0,0,1
"104",2,44,"English ","",2,1,2,5,0,0,1,0,0,1,1,2,4,5,3,4,5,3,4,5,4,3,"300",7,2,5,7,6,5,7,6,5,7,6,5,7,6,5,7,6,5,7,6,5,7,6,5,7,7,6,5,7,6,5,7,7,6,5,7,6,5,7,6,5,7,6,5,7,6,5,7,6,5,"",7,6,5,7,6,5,7,6,5,7,1,0,0,0,0,0
"105",2,46,"english","",1,1,4,2,1,0,1,0,0,1,1,3,4,4,3,3,4,4,4,4,6,2,"550",5,6,5,6,6,1,6,5,5,6,6,5,6,6,3,6,5,6,5,5,5,3,5,5,2,6,4,6,5,4,5,6,5,5,4,4,4,4,3,3,2,2,2,2,4,3,3,2,2,2,"couch, looks like a great set. boy looks too young o be a representitune",2,2,3,3,2,2,2,4,3,1,0,1,0,0,0,0
